기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적
20244,A,골목상권,3110850,사당역 10번,CS100010,커피-음료,381300096,42033,238894489,142405607,44184798,46809218,45853382,43342795,58704296,75142397,67263210,9155,22828283,92224770,96428136,150507516,19302236,135495555,228910719,2473576,120910703,119979082,40357223,48752439,31933249,27001,15032,5015,5390,5438,4950,6208,7753,7279,3,5068,10049,10865,14178,1870,17104,23413,448,12765,13609,5157,5322,3215,2801178.0,6.0,3788889097.0,1066494605.0,467533927.0,308797549.0,486374664.0,603965267.0,131864135.0,133679221.0,419174514.0,171005215.0,8241.0,3975.0,4266.0,446.0,2103.0,1823.0,979.0,926.0,1964.0,245.0,937.0,958.0,525.0,439.0,871.0,201.0,1166.0,865.0,454.0,487.0,1093.0,5412.0,0.0,5412.0,2361670.0,1104872.0,1256798.0,186953.0,530733.0,509019.0,350237.0,307256.0,477473.0,685027.0,485823.0,241188.0,237358.0,389985.0,322290.0,327874.0,328686.0,333184.0,332096.0,335533.0,353270.0,351029.0,26,29,0,0,0,0,3,198068,442220,11590,동작구,11590620,사당1동,202958
20244,A,골목상권,3110852,이수역 9번,CS100010,커피-음료,102000000,9396,69430997,32569003,12633260,14556470,14458156,12464923,15318188,22543696,10025307,23796,3265622,33958104,39353008,24972840,426630,26401123,70692680,567187,44427713,31505854,7487045,8123571,4982433,6573,2823,1171,1385,1338,1226,1453,2055,768,4,267,2771,3780,2516,58,2485,6641,46,4251,3051,627,644,505,2801596.0,6.0,671645110.0,195766323.0,82702044.0,53378365.0,89783740.0,103498789.0,23492470.0,23601429.0,69384850.0,30037100.0,1744.0,821.0,923.0,105.0,395.0,340.0,227.0,221.0,456.0,63.0,181.0,163.0,122.0,104.0,188.0,42.0,214.0,177.0,105.0,117.0,268.0,1156.0,0.0,1156.0,661933.0,299829.0,362104.0,63420.0,130856.0,142260.0,106166.0,90808.0,128424.0,187144.0,134253.0,77709.0,74237.0,105564.0,83024.0,94425.0,95412.0,96522.0,96180.0,96776.0,93558.0,89060.0,10,10,0,0,30,3,0,198205,442660,11590,동작구,11590620,사당1동,44183
20244,A,골목상권,3110853,KT구로지사,CS100010,커피-음료,57280983,6012,47786461,9494522,11774715,10713512,8264386,8682544,8351304,9448592,45930,0,7488690,26641945,17491588,5658760,0,21380757,26275947,0,15344671,19668391,4821795,3667592,4154253,4866,1146,1020,941,1046,1015,844,1134,12,0,953,2748,1863,448,0,2341,3048,0,1589,2394,451,458,497,2538618.0,6.0,1200761805.0,322091371.0,148561702.0,92007837.0,152496867.0,198753981.0,42925727.0,40491851.0,150064035.0,53368434.0,2457.0,1302.0,1155.0,115.0,680.0,625.0,249.0,279.0,509.0,61.0,297.0,374.0,153.0,151.0,266.0,54.0,383.0,251.0,96.0,128.0,243.0,1832.0,0.0,1832.0,1906510.0,1038738.0,867772.0,87227.0,368807.0,511278.0,400437.0,285015.0,253745.0,383834.0,392077.0,292817.0,291883.0,338468.0,207431.0,290117.0,291058.0,287374.0,291925.0,287259.0,232814.0,225962.0,5,5,0,0,0,0,0,191353,442391,11620,관악구,11620725,조원동,80033
20244,A,골목상권,3110855,신대방역 2번,CS100010,커피-음료,212183021,40312,142083417,70099604,25067977,29830963,30314492,27370771,29499214,36825705,33273899,1722546,22047436,54102733,54312894,58288884,21708528,96222493,114744351,2444543,57511787,65418188,34280437,30049924,21261965,27387,12925,5028,5675,5605,5406,5673,6719,6206,222,5759,9811,10218,10432,3870,19080,21109,566,11289,13024,6616,5137,3556,2493595.0,6.0,2228561226.0,580338897.0,277011687.0,178244773.0,274444324.0,372248579.0,92968005.0,72234257.0,285701779.0,95368925.0,4615.0,2273.0,2342.0,276.0,1321.0,1067.0,532.0,518.0,901.0,141.0,575.0,548.0,280.0,295.0,434.0,135.0,746.0,519.0,252.0,223.0,467.0,3213.0,0.0,3213.0,1118960.0,544888.0,574073.0,75623.0,286305.0,236688.0,158432.0,151504.0,210408.0,271015.0,210794.0,122807.0,132040.0,218011.0,164295.0,156745.0,156787.0,156554.0,154811.0,155752.0,168778.0,169534.0,16,20,10,2,20,4,4,192238,442777,11620,관악구,11620725,조원동,155155
20244,A,골목상권,3110856,미성초등학교,CS100010,커피-음료,36938024,4997,16317026,20620998,3086977,2636329,3442181,3518121,3633418,11153263,9467735,0,6136670,14010212,11785658,4854967,150517,20151230,16550561,0,4058480,10290334,5614697,7612102,9126178,2434,2563,479,374,474,592,515,1437,1126,0,978,1650,1581,771,17,2725,2257,0,586,1526,866,899,1105,2478847.0,6.0,2275495134.0,578358071.0,275841512.0,165370538.0,287747165.0,376422647.0,86977922.0,68949618.0,340718365.0,95109296.0,4131.0,2008.0,2123.0,376.0,726.0,796.0,558.0,598.0,1077.0,193.0,330.0,421.0,295.0,300.0,469.0,183.0,396.0,375.0,263.0,298.0,608.0,2342.0,0.0,2342.0,790490.0,362652.0,427839.0,104109.0,153770.0,146008.0,129041.0,108000.0,149561.0,223421.0,161732.0,85873.0,86346.0,126546.0,106572.0,110695.0,110385.0,110494.0,110354.0,109196.0,118865.0,120502.0,7,9,0,0,0,0,2,192319,442269,11620,관악구,11620765,미성동,127503
20244,A,골목상권,3110858,신대방역 1번,CS100010,커피-음료,49852026,6787,30390761,19461265,6091757,6092728,5433411,6233628,6539237,11221991,8239274,0,1744736,7070285,14006473,19535116,7495416,25857213,23994813,713730,14286767,11025824,7083210,8973964,7768531,4451,2336,894,904,830,846,977,1194,1142,0,302,1152,1919,2559,855,2908,3879,143,2694,1789,762,821,578,2284815.0,5.0,278638442.0,87505587.0,33987214.0,23102749.0,37463476.0,38761081.0,8684491.0,10805134.0,25690596.0,12638114.0,859.0,406.0,453.0,34.0,279.0,178.0,82.0,93.0,193.0,15.0,111.0,89.0,46.0,50.0,95.0,19.0,168.0,89.0,36.0,43.0,98.0,644.0,0.0,644.0,566483.0,264102.0,302382.0,29977.0,149307.0,105444.0,71063.0,81772.0,128919.0,137520.0,121988.0,60631.0,63222.0,101888.0,81237.0,79198.0,79084.0,79162.0,79274.0,79061.0,84951.0,85755.0,6,8,0,0,0,0,2,192456,443061,11620,관악구,11620685,신사동,23709
20244,A,골목상권,3110861,관악구신사동주민센터,CS100010,커피-음료,163260111,25821,114225452,49034659,20199502,23885782,22735781,22665847,24738540,25352000,23682659,17882783,13371553,25800746,30255447,46810636,29138946,115946412,45596483,3642120,69239459,53614041,11382041,14911801,8753434,17774,8047,3339,3695,3227,3551,3962,4202,3845,2495,2304,4417,4652,7340,4613,17912,7816,1016,11857,7535,2067,2029,1224,2430871.0,5.0,3079897741.0,854149885.0,377218935.0,241092660.0,398293664.0,489828980.0,108664775.0,103534755.0,371057366.0,136056721.0,6922.0,3511.0,3411.0,458.0,1776.0,1293.0,775.0,1053.0,1567.0,240.0,877.0,751.0,418.0,504.0,721.0,218.0,899.0,542.0,357.0,549.0,846.0,4329.0,0.0,4329.0,1818090.0,882508.0,935582.0,166198.0,446196.0,374343.0,250127.0,247936.0,333291.0,568127.0,375168.0,184304.0,179088.0,265276.0,246126.0,254027.0,254076.0,255009.0,253016.0,254779.0,268381.0,278804.0,14,15,0,0,7,1,1,192729,442721,11620,관악구,11620685,신사동,200822
20244,A,골목상권,3110863,난우초등학교,CS100010,커피-음료,92695619,15857,60563591,32132028,11818153,11987835,12071516,11446756,13239331,15635119,16496909,386126,8024670,32795697,26710492,21564327,3214307,41755672,50246704,2883571,11489377,17677260,14663676,19936143,25352348,10448,5409,2043,2179,2015,1965,2246,2617,2792,55,1517,5647,4705,3399,534,7344,8501,600,2494,3779,2807,2819,3346,2309284.0,5.0,2244769445.0,599576938.0,267684066.0,157312183.0,297861702.0,364957870.0,79651497.0,66887421.0,317121266.0,93716502.0,3715.0,1839.0,1876.0,399.0,529.0,483.0,496.0,657.0,1151.0,200.0,258.0,268.0,242.0,336.0,535.0,199.0,271.0,215.0,254.0,321.0,616.0,1828.0,0.0,1828.0,655035.0,298902.0,356134.0,110573.0,82169.0,89393.0,96921.0,110814.0,165165.0,188388.0,129766.0,67454.0,66989.0,108001.0,94440.0,92986.0,93044.0,92857.0,92748.0,91894.0,94213.0,97293.0,4,10,0,0,0,0,6,192760,441872,11620,관악구,11620765,미성동,109345
20244,A,골목상권,3110865,남강고등학교(남강중학교),CS100010,커피-음료,320570547,81903,214170427,106400120,41594478,43265153,44032324,43320634,41957838,56868875,49531245,0,62507930,84391455,85876947,73253033,14541182,157707461,162863086,8842759,58644672,80175064,70561995,66866626,35479431,56094,25809,10911,11620,11234,11165,11164,13943,11866,0,18096,20621,21699,17746,3741,42865,39038,2196,16063,21874,15790,17088,8892,2225151.0,5.0,4723611998.0,1219926242.0,571487675.0,339891687.0,621371391.0,803743748.0,173214401.0,139219392.0,654426230.0,200331232.0,8106.0,4000.0,4106.0,838.0,1194.0,1066.0,1057.0,1452.0,2499.0,438.0,573.0,569.0,577.0,717.0,1126.0,400.0,621.0,497.0,480.0,735.0,1373.0,4067.0,0.0,4067.0,2074415.0,968850.0,1105564.0,301231.0,273725.0,309018.0,301870.0,338820.0,549751.0,582046.0,422614.0,213128.0,223120.0,343628.0,289878.0,291966.0,290053.0,292840.0,291691.0,288106.0,303505.0,316254.0,1,4,0,0,50,2,3,193005,441570,11620,관악구,11620775,난곡동,181632
20244,A,골목상권,3110866,난우중학교,CS100010,커피-음료,38851003,8391,25201405,13649598,4733237,4919701,5095109,4884515,5568843,6584030,7065568,0,6543769,11082436,9792210,9391161,2041427,19600038,19250965,1512106,8059446,9877788,8003430,6490082,4908151,5668,2723,1029,1124,1213,1071,1231,1424,1299,0,1652,2457,2038,1835,409,4671,3720,297,1669,2254,1617,1429,1125,2134483.0,5.0,1771545010.0,549005521.0,199678341.0,120590722.0,274624987.0,248369383.0,54090387.0,56506557.0,200566349.0,68112763.0,4564.0,2304.0,2260.0,360.0,615.0,629.0,577.0,757.0,1626.0,182.0,317.0,341.0,324.0,393.0,747.0,178.0,298.0,288.0,253.0,364.0,879.0,2429.0,0.0,2429.0,1136414.0,531199.0,605216.0,177109.0,135506.0,166359.0,176173.0,168194.0,313075.0,351337.0,240253.0,117711.0,108745.0,162238.0,156133.0,160517.0,160180.0,160266.0,160194.0,158772.0,164019.0,172468.0,7,8,0,0,0,0,1,193145,441089,11620,관악구,11620775,난곡동,139406
20244,A,골목상권,3110868,남부초등학교,CS100010,커피-음료,18775954,1970,10781642,7994312,1856922,1727788,2874551,2149583,2172798,4016121,3978191,0,252617,4120434,7219039,6879409,304455,6704634,11767439,309404,8120318,5678849,1646702,2179135,537665,1160,810,259,172,269,226,234,454,356,0,41,458,770,673,28,699,1248,18,778,597,200,306,48,2429324.0,5.0,1516714989.0,427931584.0,183167083.0,115224358.0,198425278.0,235246816.0,51590035.0,50832921.0,188658503.0,65638411.0,2966.0,1518.0,1448.0,204.0,707.0,529.0,373.0,403.0,750.0,102.0,359.0,306.0,203.0,192.0,356.0,102.0,348.0,223.0,170.0,211.0,394.0,1868.0,0.0,1868.0,688574.0,341906.0,346667.0,45963.0,181946.0,152950.0,99468.0,82576.0,125670.0,190823.0,145728.0,73340.0,74103.0,111704.0,92878.0,95670.0,95268.0,97203.0,95228.0,95291.0,102799.0,107115.0,12,13,0,0,23,3,1,193212,442810,11620,관악구,11620685,신사동,87679
20244,A,골목상권,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",CS100010,커피-음료,199539517,27044,126443264,73096253,21434884,26277772,26994067,25742608,25993933,34951829,38144424,0,13877032,47416498,61980489,65469239,10796259,92811728,101445699,1463195,62360479,82762110,23151875,15897635,8622135,17063,9981,3106,3682,3582,3260,3433,4738,5243,0,2598,6959,7959,8056,1472,13709,13217,211,7576,12696,3248,2217,980,2372248.0,5.0,5544277977.0,1451675199.0,715795928.0,498664017.0,629007819.0,868656211.0,207673272.0,216623506.0,689122356.0,267059669.0,11445.0,6101.0,5344.0,356.0,4450.0,3094.0,1263.0,886.0,1396.0,183.0,2212.0,1822.0,741.0,504.0,639.0,173.0,2238.0,1272.0,522.0,382.0,757.0,9357.0,0.0,9357.0,4135782.0,2170304.0,1965478.0,180173.0,1562203.0,1083526.0,501060.0,353697.0,455122.0,1241876.0,860911.0,409649.0,401008.0,642242.0,580095.0,567041.0,567441.0,580666.0,569944.0,568866.0,629045.0,652776.0,20,31,3,1,7,2,11,193410,443070,11620,관악구,11620695,신림동,194701
20244,A,골목상권,3110871,신원동주민센터,CS100010,커피-음료,101375928,21824,74862700,26513228,14615207,17677452,16085709,12702506,13781826,15974973,10538255,0,22779455,34739710,24594472,16943055,2319236,45364759,52047625,612422,15805960,28162449,20462100,20610827,11758629,15420,6404,3009,3244,3343,2926,2898,3627,2777,0,4944,7019,5430,3929,502,10856,10826,139,4106,6957,4333,3977,2170,2279059.0,5.0,922815612.0,267640622.0,110021199.0,70491957.0,124804196.0,138218743.0,32066739.0,31438180.0,109681357.0,38452619.0,2046.0,1034.0,1012.0,127.0,503.0,375.0,235.0,257.0,549.0,63.0,252.0,226.0,115.0,142.0,236.0,64.0,251.0,149.0,120.0,115.0,313.0,1343.0,0.0,1343.0,688597.0,343800.0,344797.0,62015.0,163710.0,151499.0,92445.0,88211.0,130716.0,188327.0,144746.0,74728.0,75441.0,113399.0,91958.0,93782.0,94134.0,96521.0,95562.0,94457.0,104510.0,109627.0,6,7,0,0,0,0,1,193568,442344,11620,관악구,11620655,신원동,49950
20244,A,골목상권,3110873,당곡중학교,CS100010,커피-음료,23220634,3628,16300750,6919884,2231511,3595976,2704196,3851556,3917511,3839189,3080695,0,2171052,6892402,6849805,6969351,338024,9562046,13658588,81071,3874580,6940937,4983898,4277894,3062254,2570,1058,371,564,468,618,549,632,426,0,398,990,1072,1113,55,1800,1828,14,805,1080,746,582,401,2400032.0,5.0,2200042860.0,623616625.0,261243699.0,163236802.0,301117406.0,344565676.0,72567720.0,71494043.0,269333348.0,92867541.0,4611.0,2291.0,2320.0,392.0,868.0,767.0,570.0,696.0,1318.0,204.0,431.0,417.0,297.0,349.0,593.0,188.0,437.0,350.0,273.0,347.0,725.0,2634.0,0.0,2634.0,660558.0,317921.0,342637.0,68011.0,128916.0,132253.0,110676.0,93071.0,127631.0,148097.0,149540.0,87813.0,84582.0,109903.0,80621.0,97349.0,97208.0,96014.0,96346.0,95508.0,89018.0,89115.0,13,15,0,0,7,1,2,193763,443532,11620,관악구,11620525,보라매동,132683
20244,A,골목상권,3110875,보라매동주민센터(당곡고등학교),CS100010,커피-음료,77776854,11033,46414152,31362702,9589253,10912293,7529747,8929680,9453179,15977712,15384990,7734715,13190040,15089247,15715853,13405432,12641567,39311155,34801018,634826,24326859,24850323,12189848,7438231,4672087,6608,4425,1349,1427,1276,1180,1376,2159,2266,948,2023,2301,2500,1900,1361,5572,5255,55,3722,3849,1739,1024,438,2440952.0,6.0,1868276430.0,476978706.0,230499232.0,140209854.0,231860449.0,322319680.0,68489721.0,57719248.0,257381682.0,82817858.0,2972.0,1471.0,1501.0,267.0,681.0,591.0,372.0,371.0,690.0,116.0,327.0,343.0,203.0,178.0,304.0,151.0,354.0,248.0,169.0,193.0,386.0,1778.0,0.0,1778.0,192201.0,94016.0,98185.0,27628.0,35643.0,35770.0,29886.0,23148.0,40125.0,65096.0,42385.0,18609.0,16574.0,24351.0,25187.0,26717.0,26442.0,26552.0,26800.0,26531.0,28831.0,30329.0,4,7,0,0,0,0,3,194004,443276,11620,관악구,11620525,보라매동,62226
20244,A,골목상권,3110877,신림역 8번,CS100010,커피-음료,585638932,73025,422083348,163555584,92168311,58795507,103986909,102676291,64456330,81204307,82351277,90257,49616737,143768339,252457379,113154803,26551417,308215736,168800473,3356468,71550001,113317907,60083377,71148769,157559686,50291,22734,8966,10009,10294,10900,10122,12426,10308,17,12693,23504,17960,15359,3492,41497,27581,758,15874,24924,11974,8628,6921,2459546.0,6.0,2583184693.0,651883079.0,340517817.0,203581766.0,310607430.0,383131901.0,101778109.0,97517788.0,367983725.0,126183078.0,3766.0,2012.0,1754.0,89.0,1421.0,1055.0,379.0,323.0,499.0,39.0,653.0,640.0,231.0,207.0,242.0,50.0,768.0,415.0,148.0,116.0,257.0,3192.0,0.0,3192.0,1331451.0,684607.0,646845.0,77411.0,396623.0,321727.0,186186.0,144594.0,204910.0,363252.0,276929.0,149618.0,144581.0,218897.0,178174.0,183511.0,185085.0,187415.0,184048.0,185010.0,200072.0,206312.0,10,14,7,1,14,2,4,194080,442990,11620,관악구,11620695,신림동,103978
20244,A,골목상권,3110881,구립대학경로당(관악산샘말공원),CS100010,커피-음료,784892376,167172,517192392,267699984,94066348,103539419,106373785,108706610,104506230,138389372,129310612,4873354,115828505,223172215,187891383,205344268,47782651,372150467,376590438,9129998,209862630,219421161,130695170,124024139,55607808,114653,52519,22482,23383,22779,22855,23154,27171,25348,1879,33947,47662,35389,38567,9728,91757,73515,2010,43914,48962,26702,30487,13193,2292055.0,5.0,6250015565.0,1525103593.0,822290828.0,479299613.0,718173238.0,896986558.0,228900474.0,240048314.0,1029214789.0,309998158.0,10870.0,7036.0,3834.0,468.0,3142.0,2480.0,1619.0,1379.0,1782.0,249.0,1891.0,1785.0,1179.0,995.0,937.0,219.0,1251.0,695.0,440.0,384.0,845.0,8750.0,0.0,8750.0,4122786.0,2416045.0,1706740.0,292387.0,1324158.0,843221.0,595624.0,475628.0,591768.0,1153597.0,842279.0,446328.0,440742.0,673593.0,566247.0,576202.0,581009.0,588031.0,585714.0,579908.0,598356.0,613564.0,20,30,7,2,3,1,10,194358,440921,11620,관악구,11620735,대학동,234224
20244,A,골목상권,3110882,신성초등학교,CS100010,커피-음료,59235829,8114,39874563,19361266,6928223,8401971,7404119,8189383,8950867,7481896,11879370,0,3404775,24671673,18440064,12504403,214914,30945965,21213007,94221,7820818,8425765,8938957,11760124,15119091,5631,2483,954,1177,1075,1179,1246,1007,1476,0,561,3437,2577,1517,22,4556,2824,11,1287,1263,1180,1591,2049,2284617.0,5.0,3072648126.0,742539793.0,401132955.0,232477835.0,372712592.0,425864960.0,120514527.0,114261101.0,516437214.0,146707149.0,5294.0,3079.0,2215.0,283.0,1533.0,1122.0,675.0,632.0,1049.0,136.0,858.0,733.0,435.0,378.0,539.0,147.0,675.0,389.0,240.0,254.0,510.0,3848.0,0.0,3848.0,1695544.0,924866.0,770679.0,137299.0,484592.0,334201.0,236433.0,199569.0,303452.0,499669.0,366125.0,178985.0,171846.0,253198.0,225722.0,236113.0,237960.0,239300.0,237295.0,234344.0,248246.0,262287.0,7,9,11,1,11,1,2,194361,441512,11620,관악구,11620665,서림동,147004
20244,A,골목상권,3110883,은천초등학교(은천교앞),CS100010,커피-음료,37555412,3004,28598241,8957171,3969508,4465730,10415147,5252492,4495364,4143374,4813797,0,3192517,7537062,8592617,17718982,514234,27855378,7237241,123140,3863909,4182136,4672849,3899492,18351095,1843,1161,408,406,379,319,331,517,644,0,435,871,842,769,87,1568,1164,23,719,752,651,286,301,2383226.0,5.0,2199926468.0,625191175.0,262030958.0,161964022.0,299275554.0,340253914.0,76343281.0,71508956.0,272314483.0,91044125.0,4669.0,2380.0,2289.0,357.0,989.0,851.0,583.0,603.0,1286.0,188.0,480.0,498.0,322.0,319.0,573.0,169.0,509.0,353.0,261.0,284.0,713.0,2826.0,0.0,2826.0,1166672.0,571533.0,595139.0,107826.0,243410.0,238682.0,172438.0,159061.0,245258.0,313565.0,241790.0,125247.0,128783.0,193686.0,163600.0,161991.0,163625.0,164601.0,162529.0,162686.0,172185.0,179057.0,9,11,0,0,18,2,2,194431,443088,11620,관악구,11620525,보라매동,111515
20244,A,골목상권,3110884,봉천역 4번(봉천110안전센터),CS100010,커피-음료,8501006,118,4040698,4460308,1367621,1056798,1165585,186494,264200,2455500,2004808,310823,0,139870,3714333,3962993,372987,8501006,0,0,0,31082,310823,1460868,6698233,72,46,16,6,23,12,15,28,18,3,0,3,37,72,3,118,0,0,0,3,3,34,78,2294206.0,5.0,802692351.0,211964970.0,96997758.0,65034704.0,101033681.0,129888770.0,30363990.0,26258413.0,107284586.0,33865479.0,1313.0,660.0,653.0,71.0,346.0,294.0,136.0,164.0,302.0,40.0,153.0,157.0,82.0,87.0,141.0,31.0,193.0,137.0,54.0,77.0,161.0,880.0,0.0,880.0,750369.0,357326.0,393043.0,75970.0,151369.0,144092.0,106776.0,109006.0,163156.0,185395.0,146880.0,84309.0,86246.0,141024.0,106514.0,104887.0,104940.0,104967.0,104759.0,104796.0,111297.0,114722.0,2,3,0,0,0,0,1,194626,442864,11620,관악구,11620605,은천동,43849
20244,A,골목상권,3110885,영락고등학교,CS100010,커피-음료,4756069,961,2569001,2187068,780991,208166,435098,542640,602106,1051205,1135863,95305,166032,1214750,1577374,1534843,167765,2750349,2005720,22071,1240828,1460458,839730,635552,557430,551,410,157,76,95,123,100,171,239,40,80,265,263,266,47,599,362,10,240,345,167,126,73,2277774.0,5.0,2730773261.0,734702822.0,339584380.0,211964842.0,349973231.0,418472354.0,99029547.0,95478107.0,359680220.0,121887758.0,5568.0,2939.0,2629.0,369.0,1243.0,1131.0,739.0,705.0,1381.0,173.0,663.0,683.0,410.0,368.0,642.0,196.0,580.0,448.0,329.0,337.0,739.0,3520.0,0.0,3520.0,1293170.0,633220.0,659950.0,134838.0,267955.0,262598.0,195422.0,170918.0,261440.0,426857.0,278029.0,118123.0,113085.0,178591.0,178485.0,178258.0,177905.0,180675.0,178485.0,176083.0,194355.0,207410.0,13,13,8,1,8,1,0,194629,441770,11620,관악구,11620665,서림동,138911
20244,A,골목상권,3110886,관악해태어린이공원,CS100010,커피-음료,205786087,42403,141145593,64640494,22524766,31704251,28915474,31214060,26787042,32242809,32397685,14716225,39942185,52919177,39314229,41372708,17521563,119901092,85293396,1286094,57661523,75416795,29415621,28505132,12909324,29881,12522,5425,6337,6192,5924,6003,6404,6118,375,10576,12553,8908,8701,1290,25491,16895,198,12170,14805,5339,6711,3163,2429905.0,5.0,3161387114.0,623166973.0,445621695.0,224118290.0,341981319.0,407730108.0,136770916.0,123655899.0,690425716.0,167916198.0,3758.0,2424.0,1334.0,122.0,1376.0,938.0,508.0,371.0,443.0,64.0,829.0,684.0,378.0,246.0,223.0,58.0,547.0,254.0,130.0,125.0,220.0,3146.0,0.0,3146.0,1172639.0,679959.0,492681.0,107155.0,416747.0,245836.0,154521.0,117554.0,130825.0,367889.0,257125.0,119613.0,111339.0,162292.0,154382.0,163228.0,164564.0,166514.0,164409.0,160424.0,171964.0,181536.0,9,10,0,0,0,0,1,194687,441400,11620,관악구,11620665,서림동,78673
20244,A,골목상권,3110888,청룡동주민센터,CS100010,커피-음료,28971794,2668,17112158,11859636,0,6152360,4776338,2640083,3543377,7088827,4770809,0,4629129,8500788,8099248,7742629,0,9336206,19635588,0,7550098,10873209,4261026,5201389,1086072,1575,1093,0,518,470,249,338,567,526,0,435,788,802,643,0,751,1917,0,908,902,340,426,92,2527805.0,6.0,839349724.0,237482995.0,103823019.0,68528638.0,112009303.0,135244240.0,30068141.0,28975025.0,85254774.0,37963589.0,1182.0,572.0,610.0,63.0,320.0,257.0,127.0,121.0,294.0,35.0,137.0,145.0,54.0,69.0,132.0,28.0,183.0,112.0,73.0,52.0,162.0,836.0,0.0,836.0,751944.0,351799.0,400143.0,69949.0,198103.0,150878.0,94040.0,93969.0,145006.0,203716.0,152241.0,79742.0,82535.0,129122.0,104586.0,103930.0,104229.0,105282.0,104049.0,103562.0,112057.0,118834.0,6,11,27,3,0,0,5,195012,442181,11620,관악구,11620595,청룡동,38688
20244,A,골목상권,3110890,봉천역 1번(관악초등학교),CS100010,커피-음료,83731810,11770,55497771,28234039,10857700,12328171,11366580,10599859,10345461,10816328,17417711,2001613,12027912,21509536,21651031,17569851,8971867,39290059,38073554,562020,22567334,24746527,10029073,9861084,9597577,7564,4206,1576,1369,1493,1544,1582,1754,2452,220,1778,3355,2771,2526,1120,5526,5845,76,3693,3667,1374,1307,1257,2494265.0,6.0,1115579178.0,291563065.0,143884140.0,98382984.0,133101740.0,186178692.0,48533532.0,39391271.0,123244577.0,51299177.0,3453.0,1604.0,1849.0,121.0,1394.0,821.0,304.0,284.0,529.0,56.0,560.0,429.0,167.0,135.0,257.0,65.0,834.0,392.0,137.0,149.0,272.0,2740.0,0.0,2740.0,883787.0,410963.0,472824.0,73643.0,278879.0,181039.0,99968.0,95085.0,155171.0,254862.0,181747.0,92501.0,91239.0,142549.0,120888.0,121801.0,121966.0,123478.0,121370.0,121175.0,132050.0,141944.0,4,7,0,0,0,0,3,195190,442296,11620,관악구,11620595,청룡동,53715
